counter,topic,all_reactions,comments,shares,interaction_sum
565,0,1300.0,374.0,1549.0,3223
566,0,260.0,450.0,386.0,1096
567,1,1100.0,539.0,265.0,1904
568,0,25000.0,38000.0,7015.0,70015
569,1,0.0,0.0,0.0,0
570,0,0.0,231.0,1068.0,1299
571,0,6500.0,0.0,2180.0,8680
572,0,0.0,31000.0,111414.0,142414
573,0,0.0,7.0,2416.0,2423
574,0,0.0,15.0,195.0,210
575,0,0.0,0.0,0.0,0
576,0,5.0,0.0,2.0,7
577,0,5.0,0.0,3.0,8
578,1,0.0,35.0,72.0,107
579,0,4500.0,0.0,9109.0,13609
580,0,464.0,0.0,58.0,522
581,0,390.0,0.0,416.0,806
582,1,0.0,0.0,0.0,0
583,0,36.0,0.0,10.0,46
584,0,539.0,136.0,1693.0,2368
585,1,0.0,0.0,0.0,0
586,0,659.0,360.0,4071.0,5090
587,2,55.0,0.0,1302.0,1357
588,1,0.0,12.0,5.0,17
589,0,896.0,0.0,1031.0,1927
590,0,332.0,0.0,131.0,463
591,0,0.0,187.0,4034.0,4221
592,0,143.0,119.0,221.0,483
593,0,139.0,29.0,79.0,247
594,1,0.0,0.0,0.0,0
595,0,92.0,21.0,199.0,312
596,0,135.0,28.0,6.0,169
597,1,0.0,0.0,0.0,0
598,1,0.0,31.0,360.0,391
599,0,0.0,4.0,30.0,34
600,1,0.0,0.0,0.0,0
601,0,143.0,0.0,221.0,364
602,1,0.0,0.0,0.0,0
603,0,91.0,50.0,18.0,159
604,0,92.0,21.0,199.0,312
605,0,119.0,0.0,33.0,152
606,1,0.0,0.0,0.0,0
607,0,92.0,21.0,199.0,312
608,0,945.0,0.0,2547.0,3492
609,0,81.0,7.0,1.0,89
610,0,195.0,87.0,41.0,323
611,1,0.0,0.0,0.0,0
612,0,5500.0,1000.0,465.0,6965
613,0,184.0,0.0,3.0,187
614,1,0.0,0.0,0.0,0
615,1,0.0,0.0,0.0,0
616,0,0.0,45.0,390.0,435
617,0,30.0,15.0,145.0,190
618,0,82.0,9.0,15.0,106
619,0,67.0,18.0,4.0,89
620,0,895.0,0.0,6625.0,7520
621,0,0.0,29.0,2160.0,2189
622,0,0.0,8.0,217.0,225
623,0,1400.0,2000.0,39490.0,42890
624,1,0.0,146.0,381.0,527
625,1,0.0,0.0,0.0,0
626,1,0.0,0.0,0.0,0
627,0,6.0,2.0,3.0,11
628,0,2.0,3.0,2.0,7
629,0,0.0,2.0,0.0,2
630,0,3.0,1.0,3.0,7
631,1,0.0,0.0,0.0,0
632,0,50.0,36.0,3.0,89
633,0,0.0,231.0,1068.0,1299
634,1,0.0,0.0,0.0,0
635,1,0.0,0.0,0.0,0
636,0,849.0,0.0,628.0,1477
637,1,0.0,18.0,727.0,745
638,0,75.0,0.0,14.0,89
639,0,0.0,0.0,0.0,0
640,1,0.0,0.0,0.0,0
641,0,26.0,0.0,94.0,120
642,0,14000.0,1000.0,809.0,15809
643,0,21.0,0.0,443.0,464
644,0,26.0,0.0,610.0,636
645,0,226.0,0.0,45.0,271
646,1,7600.0,663.0,10799.0,19062
647,0,52.0,22.0,235.0,309
648,0,1100.0,0.0,1772.0,2872
649,0,723.0,0.0,635.0,1358
650,0,696.0,0.0,293.0,989
651,0,15.0,24.0,17.0,56
652,0,308.0,765.0,19972.0,21045
653,0,2000.0,652.0,1545.0,4197
654,0,162.0,0.0,76.0,238
655,0,13.0,0.0,1.0,14
656,2,57000.0,0.0,2526.0,59526
657,0,0.0,5.0,267.0,272
658,1,0.0,0.0,0.0,0
659,0,1200.0,195.0,140.0,1535
660,1,0.0,0.0,0.0,0
661,1,0.0,0.0,0.0,0
662,0,246.0,0.0,1825.0,2071
663,0,0.0,15.0,746.0,761
664,0,1000.0,121.0,48.0,1169
665,0,20.0,17.0,1675.0,1712
666,2,0.0,9.0,1.0,10
667,0,0.0,26.0,274.0,300
668,0,0.0,98.0,400.0,498
669,0,0.0,370.0,429.0,799
670,0,0.0,46.0,9745.0,9791
671,0,10.0,0.0,126.0,136
672,0,1200.0,198.0,165.0,1563
673,1,86.0,100.0,248.0,434
674,0,264.0,3.0,380.0,647
675,1,0.0,0.0,0.0,0
676,1,0.0,0.0,0.0,0
677,1,0.0,0.0,0.0,0
678,0,0.0,18.0,248.0,266
679,0,0.0,18.0,434.0,452
680,0,2700.0,12000.0,455.0,15155
681,1,0.0,0.0,0.0,0
682,0,0.0,36.0,235.0,271
683,0,0.0,28.0,276.0,304
684,0,0.0,11.0,153.0,164
685,1,0.0,0.0,0.0,0
686,0,124.0,2.0,8.0,134
687,1,0.0,0.0,0.0,0
688,0,21.0,0.0,15.0,36
689,0,7.0,0.0,2.0,9
690,0,0.0,4.0,314.0,318
691,0,0.0,39.0,191.0,230
692,1,0.0,0.0,0.0,0
693,1,0.0,5.0,1927.0,1932
694,0,199.0,53.0,307.0,559
695,0,231.0,0.0,25.0,256
696,0,162.0,24.0,268.0,454
697,0,0.0,125.0,2630.0,2755
698,1,0.0,0.0,0.0,0
699,0,0.0,48.0,4760.0,4808
700,0,16000.0,24000.0,13346.0,53346
701,1,0.0,6.0,12.0,18
702,0,325.0,157.0,274.0,756
703,1,87000.0,15000.0,53821.0,155821
704,1,0.0,0.0,0.0,0
705,0,111.0,0.0,230.0,341
706,0,201.0,39.0,57.0,297
707,0,678.0,0.0,4015.0,4693
708,0,537.0,195.0,671.0,1403
709,1,0.0,0.0,0.0,0
710,1,0.0,0.0,102.0,102
711,0,46.0,8.0,55.0,109
712,0,0.0,105.0,210.0,315
713,0,0.0,85.0,284.0,369
714,0,34.0,12.0,12.0,58
715,0,814.0,72.0,275.0,1161
716,0,1300.0,0.0,51.0,1351
717,0,128.0,0.0,135.0,263
718,0,0.0,797.0,7820.0,8617
719,0,24.0,0.0,4.0,28
720,0,7500.0,0.0,7465.0,14965
721,1,0.0,0.0,0.0,0
722,1,0.0,0.0,0.0,0
723,0,0.0,1.0,2.0,3
724,1,0.0,0.0,0.0,0
725,0,125.0,65.0,65.0,255
726,2,202.0,109.0,5635.0,5946
727,0,335.0,3.0,1840.0,2178
728,0,6.0,0.0,1.0,7
729,1,0.0,0.0,0.0,0
730,1,0.0,0.0,0.0,0
731,0,0.0,83.0,31934.0,32017
732,1,0.0,0.0,0.0,0
733,1,0.0,0.0,0.0,0
734,0,398.0,40.0,362.0,800
735,1,173.0,31.0,125.0,329
736,1,0.0,0.0,0.0,0
737,0,0.0,26.0,160.0,186
738,0,0.0,61.0,2714.0,2775
739,1,0.0,0.0,0.0,0
740,1,0.0,0.0,0.0,0
741,0,2.0,5.0,0.0,7
742,1,0.0,0.0,0.0,0
743,0,3.0,0.0,0.0,3
744,1,0.0,0.0,0.0,0
745,0,12000.0,567.0,2896.0,15463
746,1,0.0,0.0,0.0,0
747,1,0.0,0.0,0.0,0
748,0,0.0,28.0,110.0,138
749,0,221000.0,10000.0,75508.0,306508
750,0,3.0,1.0,1.0,5
751,0,2.0,0.0,0.0,2
752,0,83.0,0.0,396.0,479
753,0,48.0,0.0,315.0,363
754,0,1000.0,0.0,451.0,1451
755,0,308.0,765.0,19972.0,21045
756,0,43.0,21.0,13.0,77
757,0,594.0,440.0,1297.0,2331
758,0,19000.0,1000.0,21403.0,41403
759,1,0.0,57000.0,6221.0,63221
760,0,0.0,104.0,518.0,622
761,0,0.0,7.0,472.0,479
762,0,2.0,2.0,0.0,4
763,0,117.0,0.0,9.0,126
764,1,0.0,0.0,2.0,2
765,0,308.0,765.0,19972.0,21045
766,0,653.0,368.0,326.0,1347
767,0,127.0,0.0,19.0,146
768,1,0.0,0.0,0.0,0
769,0,216.0,343.0,210.0,769
770,0,113.0,0.0,31.0,144
771,0,476.0,480.0,130.0,1086
772,1,0.0,0.0,0.0,0
773,0,34.0,5.0,4.0,43
774,0,113.0,0.0,31.0,144
775,0,14000.0,13000.0,11419.0,38419
776,0,6800.0,161.0,3202.0,10163
777,0,0.0,26.0,274.0,300
778,0,0.0,11.0,9756.0,9767
779,0,0.0,19.0,2567.0,2586
780,1,165000.0,24000.0,77060.0,266060
781,1,0.0,0.0,0.0,0
782,1,11.0,0.0,76.0,87
783,1,0.0,5.0,2.0,7
784,1,0.0,0.0,0.0,0
785,0,40.0,14.0,69.0,123
786,0,119.0,0.0,1499.0,1618
787,1,0.0,0.0,0.0,0
788,0,158.0,72.0,44.0,274
789,1,878.0,331.0,1290.0,2499
790,0,380.0,86.0,500.0,966
791,1,0.0,0.0,0.0,0
792,0,28.0,31.0,438.0,497
793,0,0.0,122.0,104.0,226
794,1,0.0,0.0,0.0,0
795,1,0.0,0.0,0.0,0
796,0,54.0,0.0,4.0,58
797,1,0.0,0.0,0.0,0
798,0,12.0,0.0,210.0,222
799,0,0.0,78.0,6.0,84
800,0,2.0,0.0,1.0,3
801,0,0.0,0.0,0.0,0
802,0,15.0,0.0,11.0,26
803,1,0.0,0.0,0.0,0
804,0,12.0,0.0,31.0,43
805,1,0.0,0.0,0.0,0
806,1,0.0,0.0,0.0,0
807,0,7.0,0.0,0.0,7
808,0,2.0,0.0,1.0,3
809,0,0.0,322.0,2021.0,2343
810,0,11.0,7.0,4.0,22
811,0,0.0,322.0,2021.0,2343
812,1,0.0,0.0,0.0,0
813,0,42.0,0.0,24.0,66
814,0,0.0,21.0,9.0,30
815,0,1.0,0.0,0.0,1
816,0,264.0,0.0,479.0,743
817,0,0.0,1.0,41.0,42
818,0,94.0,78.0,805.0,977
819,0,0.0,39.0,265.0,304
820,1,0.0,0.0,0.0,0
821,0,0.0,2.0,655.0,657
822,0,0.0,112.0,906.0,1018
823,0,169.0,1.0,47.0,217
824,0,0.0,17.0,149.0,166
825,1,0.0,0.0,0.0,0
826,0,279.0,38.0,25.0,342
827,0,0.0,1.0,0.0,1
828,1,0.0,97.0,14102.0,14199
829,0,147.0,52.0,48.0,247
830,0,80.0,5.0,3.0,88
831,0,60.0,11.0,12.0,83
832,0,72.0,8.0,20.0,100
833,0,61.0,2.0,39.0,102
834,0,0.0,99.0,2253.0,2352
835,1,0.0,97.0,14102.0,14199
836,1,21.0,7.0,1.0,29
837,1,0.0,0.0,0.0,0
838,1,0.0,0.0,0.0,0
839,0,15.0,1.0,32.0,48
840,1,0.0,0.0,0.0,0
841,0,0.0,56.0,188.0,244
842,1,0.0,0.0,0.0,0
843,0,0.0,2.0,213.0,215
844,0,794.0,72.0,34621.0,35487
845,1,0.0,0.0,0.0,0
846,0,142.0,29.0,198.0,369
847,0,33000.0,0.0,14102.0,47102
848,0,0.0,55.0,39.0,94
849,0,50.0,57.0,180.0,287
850,0,5.0,2.0,4.0,11
851,1,9200.0,58000.0,19488.0,86688
852,0,0.0,27.0,315.0,342
853,0,6.0,0.0,0.0,6
854,0,4.0,0.0,0.0,4
855,0,0.0,18.0,1529.0,1547
856,0,33.0,13.0,116.0,162
857,1,0.0,0.0,0.0,0
858,0,11.0,0.0,1.0,12
859,2,39.0,6.0,238.0,283
860,1,0.0,0.0,0.0,0
861,0,14.0,22.0,145.0,181
862,0,506.0,69.0,1056.0,1631
863,0,58.0,20.0,47.0,125
864,1,0.0,10.0,2.0,12
865,0,0.0,7.0,96.0,103
866,0,64.0,0.0,19.0,83
867,0,50.0,0.0,39.0,89
868,0,928.0,0.0,634.0,1562
869,0,1000.0,0.0,710.0,1710
870,0,2400.0,18000.0,110865.0,131265
871,0,296.0,2.0,284.0,582
872,0,308.0,60.0,234.0,602
873,2,44.0,0.0,314.0,358
874,0,0.0,5.0,45.0,50
875,0,5.0,0.0,0.0,5
876,0,0.0,33.0,170.0,203
877,0,609.0,78.0,102326.0,103013
878,0,0.0,14.0,453.0,467
879,0,10.0,15.0,187.0,212
880,1,0.0,0.0,0.0,0
881,0,11.0,0.0,10.0,21
882,0,110.0,32.0,114.0,256
883,0,138.0,56.0,87.0,281
884,0,41.0,0.0,357.0,398
885,1,0.0,0.0,0.0,0
886,0,6600.0,19000.0,1196.0,26796
887,2,0.0,6.0,491.0,497
888,0,0.0,18.0,23.0,41
889,0,0.0,25.0,41.0,66
890,0,285.0,0.0,6.0,291
891,0,1500.0,581.0,345.0,2426
892,0,5.0,0.0,0.0,5
893,1,0.0,42.0,334.0,376
894,1,0.0,0.0,0.0,0
895,1,0.0,42.0,334.0,376
896,0,588.0,0.0,324.0,912
897,0,214.0,30.0,156.0,400
898,1,0.0,0.0,0.0,0
899,0,36000.0,68000.0,18053.0,122053
900,0,0.0,22.0,36.0,58
901,0,0.0,88.0,43.0,131
902,1,0.0,0.0,0.0,0
903,1,0.0,0.0,0.0,0
904,1,0.0,0.0,0.0,0
905,0,155.0,0.0,34.0,189
906,1,0.0,0.0,0.0,0
907,0,0.0,136.0,1604.0,1740
908,0,36000.0,68000.0,18053.0,122053
909,0,0.0,114.0,709.0,823
910,0,33.0,28.0,195.0,256
911,0,30.0,28.0,369.0,427
912,0,125.0,65.0,65.0,255
913,0,17000.0,493.0,2185.0,19678
914,1,0.0,0.0,0.0,0
915,0,2100.0,24000.0,10017.0,36117
916,1,0.0,0.0,0.0,0
917,2,152.0,0.0,652.0,804
918,0,62.0,136.0,995.0,1193
919,1,0.0,0.0,0.0,0
920,0,47.0,27.0,481.0,555
921,0,0.0,5.0,66.0,71
922,0,0.0,9.0,86.0,95
923,0,192.0,29.0,15167.0,15388
924,0,0.0,69.0,649.0,718
925,0,602.0,11000.0,2089.0,13691
926,1,0.0,0.0,0.0,0
927,0,78.0,17.0,191.0,286
928,0,0.0,0.0,21.0,21
929,0,74.0,16.0,13.0,103
930,0,0.0,17.0,295.0,312
931,0,0.0,5.0,3.0,8
932,0,71000.0,41000.0,30196.0,142196
933,0,5700.0,783.0,1834.0,8317
934,0,157.0,40.0,65.0,262
935,0,22.0,10.0,226.0,258
936,0,102.0,15.0,343.0,460
937,0,0.0,0.0,1.0,1
938,0,370.0,429.0,1756.0,2555
939,0,4200.0,470.0,7544.0,12214
940,0,0.0,3.0,0.0,3
941,0,203.0,0.0,6730.0,6933
942,1,0.0,0.0,0.0,0
943,0,0.0,0.0,485.0,485
944,0,0.0,24.0,197.0,221
945,1,0.0,152.0,577.0,729
946,0,0.0,156.0,1107.0,1263
947,0,0.0,11.0,976.0,987
948,0,0.0,11000.0,4102.0,15102
949,0,0.0,80.0,538.0,618
950,0,0.0,0.0,485.0,485
951,0,0.0,162.0,764.0,926
952,0,0.0,14.0,453.0,467
953,0,72.0,0.0,22.0,94
954,0,538.0,153.0,1618.0,2309
955,0,9.0,54.0,20.0,83
956,0,386.0,24000.0,15879.0,40265
957,0,436.0,16.0,5728.0,6180
958,0,182.0,0.0,105.0,287
959,0,1000.0,0.0,4394.0,5394
960,1,3300.0,627.0,447.0,4374
961,1,0.0,0.0,0.0,0
962,0,0.0,76.0,27.0,103
963,1,0.0,0.0,0.0,0
964,0,41.0,1.0,91.0,133
965,0,4.0,2.0,78.0,84
966,0,0.0,33.0,2.0,35
967,0,74.0,0.0,67.0,141
968,0,1100.0,426.0,2160.0,3686
969,1,0.0,0.0,0.0,0
970,1,0.0,0.0,0.0,0
971,0,0.0,2.0,8.0,10
972,0,1000.0,0.0,4394.0,5394
973,0,0.0,2.0,8.0,10
974,0,6400.0,37000.0,569.0,43969
975,0,22.0,0.0,1.0,23
976,1,0.0,0.0,0.0,0
977,0,26.0,0.0,12.0,38
978,1,0.0,52.0,25.0,77
979,1,0.0,0.0,0.0,0
980,0,707.0,204.0,862.0,1773
981,0,242.0,212.0,269.0,723
982,0,0.0,58.0,254.0,312
983,0,142.0,0.0,558.0,700
984,0,5.0,0.0,3.0,8
985,0,1.0,0.0,0.0,1
986,0,0.0,2.0,38.0,40
987,0,459.0,266.0,612.0,1337
988,0,173.0,4.0,171.0,348
989,0,173.0,4.0,171.0,348
990,0,30000.0,13000.0,63038.0,106038
991,0,2700.0,291.0,11735.0,14726
992,0,33.0,50.0,54.0,137
993,0,5.0,0.0,12.0,17
994,0,3.0,2.0,2.0,7
995,1,0.0,0.0,0.0,0
996,0,220.0,28.0,1210.0,1458
997,0,17.0,8.0,16.0,41
998,0,1800.0,73.0,16.0,1889
999,0,1800.0,73.0,16.0,1889
1000,1,0.0,0.0,0.0,0
1001,1,0.0,0.0,0.0,0
1002,0,220.0,0.0,139.0,359
1003,1,0.0,0.0,0.0,0
1004,0,229.0,0.0,182.0,411
1005,1,0.0,0.0,0.0,0
1006,1,0.0,0.0,0.0,0
1007,0,21000.0,9.0,145803.0,166812
1008,0,15000.0,41000.0,68993.0,124993
1009,0,55.0,16.0,6.0,77
1010,1,0.0,0.0,0.0,0
1011,0,30.0,9.0,232.0,271
1012,0,33000.0,0.0,69005.0,102005
1013,0,240.0,0.0,990.0,1230
1014,1,0.0,0.0,0.0,0
1015,1,0.0,0.0,0.0,0
1016,1,0.0,0.0,0.0,0
1017,0,568.0,515.0,1642.0,2725
1018,0,311.0,0.0,431.0,742
1019,0,87.0,0.0,113.0,200
1020,1,0.0,0.0,0.0,0
1021,0,36.0,12.0,2.0,50
1022,0,727.0,157.0,63.0,947
1023,1,0.0,0.0,0.0,0
1024,0,0.0,0.0,40.0,40
1025,0,98.0,44.0,7.0,149
1026,0,23.0,2.0,10.0,35
1027,0,51.0,2.0,54.0,107
1028,0,666.0,42.0,708.0,1416
1029,1,88.0,45.0,772.0,905
1030,1,0.0,0.0,0.0,0
1031,0,1.0,0.0,0.0,1
1032,0,20.0,1.0,26.0,47
1033,1,0.0,0.0,0.0,0
1034,0,599.0,0.0,647.0,1246
1035,0,446.0,0.0,507.0,953
1036,0,375.0,0.0,379.0,754
1037,0,88.0,7.0,86.0,181
1038,1,0.0,0.0,0.0,0
1039,0,614.0,111.0,2704.0,3429
1040,1,855.0,44.0,2678.0,3577
1041,0,7300.0,38000.0,5682.0,50982
1042,0,9.0,0.0,0.0,9
1043,0,2800.0,251.0,2319.0,5370
1044,1,0.0,0.0,0.0,0
1045,0,35.0,0.0,22.0,57
1046,0,415.0,20.0,8883.0,9318
1047,0,12.0,0.0,25.0,37
1048,0,12.0,13.0,25.0,50
1049,1,0.0,0.0,0.0,0
1050,1,0.0,0.0,0.0,0
1051,1,0.0,0.0,0.0,0
1052,0,0.0,33.0,205.0,238
1053,0,60.0,0.0,27.0,87
1054,1,0.0,0.0,0.0,0
1055,1,0.0,0.0,0.0,0
1056,1,0.0,0.0,0.0,0
1057,1,0.0,0.0,0.0,0
1058,0,0.0,541.0,2033.0,2574
1059,0,188.0,14.0,225.0,427
1060,0,85.0,7.0,8.0,100
1061,1,0.0,0.0,0.0,0
1062,1,0.0,0.0,0.0,0
1063,1,0.0,0.0,0.0,0
1064,1,0.0,3.0,14.0,17
1065,0,3700.0,1000.0,1588.0,6288
1066,0,60.0,77.0,153.0,290
1067,0,46.0,18.0,32.0,96
1068,2,47.0,9.0,8.0,64
1069,0,8.0,0.0,12.0,20
1070,0,204.0,6.0,5.0,215
1071,1,90.0,39.0,38.0,167
1072,1,0.0,0.0,0.0,0
1073,0,66.0,0.0,13.0,79
1074,0,57.0,0.0,29.0,86
1075,1,0.0,0.0,0.0,0
1076,0,36.0,3.0,33.0,72
1077,1,0.0,0.0,0.0,0
1078,1,0.0,0.0,0.0,0
1079,0,11.0,4.0,0.0,15
1080,0,3000.0,216.0,1262.0,4478
1081,0,3000.0,216.0,1262.0,4478
1082,0,24.0,18.0,42.0,84
1083,0,35.0,35.0,53.0,123
1084,0,5600.0,954.0,11919.0,18473
1085,0,12.0,0.0,300.0,312
1086,0,0.0,97.0,375242.0,375339
1087,0,35000.0,0.0,725514.0,760514
1088,0,48.0,42.0,13.0,103
1089,0,0.0,45.0,743.0,788
1090,0,13000.0,384.0,1363.0,14747
1091,0,707.0,204.0,862.0,1773
1092,0,97.0,41.0,273.0,411
1093,0,18000.0,41000.0,5514.0,64514
1094,0,0.0,12.0,7316.0,7328
1095,2,58.0,29.0,4664.0,4751
1096,1,33.0,59.0,2.0,94
1097,0,659.0,360.0,4071.0,5090
1098,0,361.0,2.0,4337.0,4700
1099,0,1.0,0.0,0.0,1
1100,0,155.0,9.0,527.0,691
1101,1,0.0,0.0,0.0,0
1102,0,43.0,0.0,4717.0,4760
1103,0,84.0,59.0,17.0,160
1104,0,0.0,50.0,4664.0,4714
1105,2,0.0,44.0,15736.0,15780
1106,1,0.0,0.0,0.0,0
1107,1,0.0,0.0,0.0,0
1108,0,0.0,0.0,5.0,5
1109,0,107.0,14.0,80.0,201
1110,0,1.0,0.0,0.0,1
1111,0,100.0,0.0,597.0,697
1112,0,4600.0,480.0,3005.0,8085
1113,0,0.0,58.0,1043.0,1101
1114,0,0.0,136.0,157.0,293
1115,0,0.0,0.0,19.0,19
1116,0,305.0,41.0,245.0,591
1117,0,0.0,29.0,383.0,412
1118,0,5.0,1.0,6.0,12
1119,0,0.0,9.0,7205.0,7214
1120,0,98.0,0.0,77.0,175
1121,0,685.0,81.0,69.0,835
1122,0,22.0,0.0,6.0,28
1123,0,1.0,0.0,0.0,1
1124,0,4.0,0.0,0.0,4
1125,0,0.0,0.0,0.0,0
1126,0,358.0,0.0,3407.0,3765
1127,1,2000.0,181.0,126.0,2307
1128,1,0.0,0.0,0.0,0
1129,0,56.0,0.0,29.0,85
1130,0,0.0,20.0,246.0,266
1131,0,19.0,0.0,7.0,26
