counter,topic,likes,retweets,followers,interaction_sum
1292,0,1250.0,1145.0,69759.0,72154
1293,0,85.0,91.0,6914.0,7090
1294,1,181751.0,31966.0,91561494.0,91775211
1295,0,1505.0,637.0,68184.0,70326
1296,0,211.0,96.0,16879.0,17186
1297,0,7964.0,6151.0,1437036.0,1451151
1298,0,5692.0,3794.0,1437036.0,1446522
1299,1,96.0,64.0,245186.0,245346
1300,0,14327.0,6964.0,881497.0,902788
1301,0,3561.0,1017.0,757985.0,762563
1302,0,3980.0,2183.0,389221.0,395384
1303,1,,,,395384
1304,0,884.0,562.0,7480.0,8926
1305,0,,,,8926
1306,0,37928.0,40056.0,309295.0,387279
1307,0,6523.0,4846.0,431657.0,443026
1308,2,642.0,529.0,151928.0,153099
1309,0,136.0,91.0,47887.0,48114
1310,0,,,,48114
1311,1,10679.0,3175.0,1533228.0,1547082
1312,0,,,,1547082
1313,0,2845.0,802.0,2621171.0,2624818
1314,0,,,,2624818
1315,1,295.0,463.0,1437036.0,1437794
1316,0,233.0,162.0,182645.0,183040
1317,1,,,,183040
1318,1,181751.0,31966.0,91561496.0,91775213
1319,1,542.0,329.0,105590.0,106461
1320,0,12963.0,3391.0,2153546.0,2169900
1321,0,6523.0,4846.0,431657.0,443026
1322,2,642.0,529.0,151928.0,153099
1323,0,4698.0,2232.0,1207551.0,1214481
1324,0,889.0,893.0,195756.0,197538
1325,0,,,,197538
1326,0,23.0,30.0,12495.0,12548
1327,1,4.0,9.0,12495.0,12508
1328,1,2.0,2.0,12495.0,12499
1329,0,4.0,6.0,12495.0,12505
1330,1,5156.0,1396.0,675716.0,682268
1331,0,47.0,40.0,12495.0,12582
1332,0,,,,12582
1333,1,3488.0,492.0,581930.0,585910
1334,0,50087.0,10190.0,581930.0,642207
1335,0,3046.0,410.0,11968.0,15424
1336,0,703.0,593.0,312956.0,314252
1337,2,61.0,90.0,100441.0,100592
1338,0,23.0,30.0,12495.0,12548
1339,1,4.0,9.0,12495.0,12508
1340,1,2.0,2.0,12495.0,12499
1341,0,4.0,6.0,12495.0,12505
1342,1,5156.0,1396.0,675716.0,682268
1343,0,47.0,40.0,12495.0,12582
1344,0,145.0,11.0,5268092.0,5268248
1345,0,25079.0,12173.0,172434.0,209686
1346,0,4142.0,1129.0,33181.0,38452
1347,0,23.0,30.0,12495.0,12548
1348,1,4.0,9.0,12495.0,12508
1349,1,2.0,2.0,12495.0,12499
1350,0,4.0,6.0,12495.0,12505
1351,1,5156.0,1396.0,675716.0,682268
1352,0,47.0,40.0,12495.0,12582
1353,0,23.0,30.0,12495.0,12548
1354,1,4.0,9.0,12495.0,12508
1355,1,2.0,2.0,12495.0,12499
1356,0,4.0,6.0,12495.0,12505
1357,1,5156.0,1396.0,675716.0,682268
1358,0,47.0,40.0,12495.0,12582
1359,0,3485.0,3311.0,1437041.0,1443837
1360,1,,,,1443837
1361,0,,,,1443837
1362,1,90.0,101.0,76081.0,76272
1363,0,1910.0,2097.0,79271.0,83278
1364,0,201.0,163.0,3995.0,4359
1365,0,,,,4359
1366,0,23.0,30.0,12495.0,12548
1367,1,4.0,9.0,12495.0,12508
1368,1,2.0,2.0,12495.0,12499
1369,0,4.0,6.0,12495.0,12505
1370,1,5156.0,1396.0,675716.0,682268
1371,0,47.0,40.0,12495.0,12582
1372,0,23.0,30.0,12495.0,12548
1373,1,4.0,9.0,12495.0,12508
1374,1,2.0,2.0,12495.0,12499
1375,0,4.0,6.0,12491.0,12501
1376,1,5156.0,1396.0,675716.0,682268
1377,0,47.0,40.0,12495.0,12582
1378,0,,,,12582
1379,0,0.0,0.0,24.0,24
1380,0,,,,24
1381,0,59.0,82.0,35037.0,35178
1382,0,4.0,2.0,906.0,912
1383,0,481.0,386.0,3530527.0,3531394
1384,0,1910.0,2097.0,79271.0,83278
1385,0,201.0,163.0,3994.0,4358
1386,0,0.0,1.0,9692.0,9693
1387,0,829.0,793.0,653628.0,655250
1388,1,194.0,283.0,80768.0,81245
1389,1,6.0,3.0,1944.0,1953
1390,1,48.0,58.0,32147.0,32253
1391,0,3.0,1.0,99.0,103
1392,0,38.0,29.0,353437.0,353504
1393,0,1910.0,2097.0,79271.0,83278
1394,0,201.0,163.0,3995.0,4359
1395,1,686.0,158.0,1721469.0,1722313
1396,0,5.0,7.0,457012.0,457024
1397,1,77.0,41.0,1252770.0,1252888
1398,0,5.0,4.0,2409.0,2418
1399,1,2.0,0.0,764.0,766
1400,1,,,,766
1401,0,33.0,30.0,43973.0,44036
1402,0,3107.0,1891.0,37037.0,42035
1403,0,69.0,48.0,114241.0,114358
1404,1,234.0,187.0,3530527.0,3530948
1405,0,925.0,260.0,4136755.0,4137940
1406,0,1135.0,324.0,4136755.0,4138214
1407,0,,,,4138214
1408,0,78.0,53.0,65485.0,65616
1409,0,4937.0,3052.0,133674.0,141663
1410,0,1784.0,744.0,133674.0,136202
1411,1,,,,136202
1412,0,,,,136202
1413,0,,,,136202
1414,0,378.0,355.0,1437040.0,1437773
1415,0,10212.0,7929.0,1437040.0,1455181
1416,1,867.0,93.0,10359573.0,10360533
1417,1,2200.0,164.0,2293095.0,2295459
1418,0,128.0,65.0,12728.0,12921
1419,0,136.0,92.0,1437040.0,1437268
1420,0,10212.0,7929.0,1437040.0,1455181
1421,0,,,,1455181
1422,0,,,,1455181
1423,0,11.0,21.0,5463.0,5495
1424,0,23.0,30.0,12495.0,12548
1425,1,4.0,9.0,12495.0,12508
1426,1,2.0,2.0,12495.0,12499
1427,0,4.0,6.0,12495.0,12505
1428,1,5156.0,1396.0,675716.0,682268
1429,0,47.0,40.0,12495.0,12582
1430,0,114.0,125.0,228588.0,228827
1431,0,99.0,35.0,13647382.0,13647516
1432,0,139.0,82.0,41252.0,41473
1433,0,1.0,1.0,58.0,60
1434,0,139.0,82.0,41252.0,41473
1435,0,11.0,4.0,11782.0,11797
1436,0,68865.0,17995.0,53219675.0,53306535
1437,0,68865.0,17995.0,53219676.0,53306536
1438,0,231.0,148.0,82663.0,83042
1439,0,3498.0,1435.0,294249.0,299182
1440,2,122.0,92.0,28333.0,28547
1441,0,23.0,30.0,12495.0,12548
1442,1,4.0,9.0,12495.0,12508
1443,1,2.0,2.0,12495.0,12499
1444,0,4.0,6.0,12495.0,12505
1445,1,5156.0,1396.0,675717.0,682269
1446,0,47.0,40.0,12495.0,12582
1447,0,23.0,30.0,12495.0,12548
1448,1,4.0,9.0,12495.0,12508
1449,1,2.0,2.0,12495.0,12499
1450,0,4.0,6.0,12495.0,12505
1451,1,5156.0,1396.0,675717.0,682269
1452,0,47.0,40.0,12495.0,12582
1453,0,23.0,30.0,12495.0,12548
1454,1,4.0,9.0,12495.0,12508
1455,1,2.0,2.0,12495.0,12499
1456,0,4.0,6.0,12495.0,12505
1457,1,5156.0,1396.0,675717.0,682269
1458,0,47.0,40.0,12495.0,12582
1459,0,35.0,29.0,6112.0,6176
1460,1,,,,6176
1461,0,335.0,85.0,10707.0,11127
1462,0,64.0,52.0,246799.0,246915
1463,0,13.0,5.0,246799.0,246817
1464,0,37.0,42.0,66720.0,66799
1465,0,68.0,49.0,22940.0,23057
1466,0,17.0,12.0,246799.0,246828
1467,0,79.0,62.0,228588.0,228729
1468,2,,,,228729
1469,0,20.0,5.0,642.0,667
1470,0,23.0,30.0,12495.0,12548
1471,1,4.0,9.0,12495.0,12508
1472,1,2.0,2.0,12495.0,12499
1473,0,4.0,6.0,12495.0,12505
1474,1,5156.0,1396.0,675717.0,682269
1475,0,47.0,40.0,12495.0,12582
1476,0,23.0,30.0,12495.0,12548
1477,1,4.0,9.0,12495.0,12508
1478,1,2.0,2.0,12495.0,12499
1479,0,4.0,6.0,12495.0,12505
1480,1,5156.0,1396.0,675717.0,682269
1481,0,47.0,40.0,12495.0,12582
1482,1,614.0,513.0,3762102.0,3763229
1483,0,1059.0,963.0,672501.0,674523
1484,1,614.0,513.0,3762102.0,3763229
1485,0,,,,3763229
1486,0,7297.0,2826.0,3214989.0,3225112
1487,0,,,,3225112
1488,0,,,,3225112
1489,0,,,,3225112
1490,0,1912.0,552.0,3214989.0,3217453
1491,0,2028.0,473.0,3214989.0,3217490
1492,0,,,,3217490
1493,0,,,,3217490
1494,2,,,,3217490
1495,0,999.0,211.0,3214989.0,3216199
1496,1,5369.0,2008.0,3214989.0,3222366
1497,0,23.0,30.0,12495.0,12548
1498,1,4.0,9.0,12495.0,12508
1499,1,2.0,2.0,12495.0,12499
1500,0,4.0,6.0,12495.0,12505
1501,1,5156.0,1396.0,675717.0,682269
1502,0,47.0,40.0,12495.0,12582
1503,0,1123.0,955.0,9138336.0,9140414
1504,0,921.0,523.0,5719.0,7163
1505,0,0.0,0.0,771.0,771
1506,1,71.0,79.0,3491.0,3641
1507,0,6795.0,522.0,5261807.0,5269124
1508,0,6797.0,522.0,5261807.0,5269126
1509,0,,,,5269126
1510,0,0.0,0.0,43.0,43
1511,0,23.0,30.0,12495.0,12548
1512,1,4.0,9.0,12495.0,12508
1513,1,2.0,2.0,12495.0,12499
1514,0,4.0,6.0,12495.0,12505
1515,1,5156.0,1396.0,675717.0,682269
1516,0,47.0,40.0,12495.0,12582
1517,0,23.0,30.0,12495.0,12548
1518,1,4.0,9.0,12495.0,12508
1519,1,2.0,2.0,12495.0,12499
1520,0,4.0,6.0,12495.0,12505
1521,1,5156.0,1396.0,675717.0,682269
1522,0,47.0,40.0,12495.0,12582
1523,0,17.0,10.0,25160.0,25187
1524,0,23.0,7.0,1319.0,1349
1525,0,23.0,30.0,12491.0,12544
1526,1,4.0,9.0,12495.0,12508
1527,1,2.0,2.0,12495.0,12499
1528,0,4.0,6.0,12495.0,12505
1529,1,5156.0,1396.0,675717.0,682269
1530,0,47.0,40.0,12495.0,12582
1531,0,,,,12582
1532,2,70.0,47.0,1983457.0,1983574
1533,0,1364.0,926.0,27401.0,29691
1534,0,45.0,2.0,5901.0,5948
1535,1,,,,5948
1536,0,27.0,21.0,1817436.0,1817484
1537,0,1386.0,1092.0,101943.0,104421
1538,0,,,,104421
1539,0,,,,104421
1540,0,30.0,25.0,1619993.0,1620048
1541,0,10.0,1.0,1079.0,1090
1542,0,68865.0,17994.0,53219692.0,53306551
1543,0,867.0,277.0,176083.0,177227
1544,1,77.0,41.0,1252770.0,1252888
1545,2,,,,1252888
1546,0,78.0,53.0,65485.0,65616
1547,0,461.0,218.0,51369.0,52048
1548,2,48.0,19.0,9020574.0,9020641
1549,0,2.0,1.0,7140.0,7143
1550,0,164.0,125.0,1437042.0,1437331
1551,0,21.0,8.0,1437042.0,1437071
1552,0,101.0,94.0,1436977.0,1437172
1553,0,684.0,289.0,2577639.0,2578612
1554,0,784.0,246.0,3034613.0,3035643
1555,0,1250.0,917.0,185933.0,188100
1556,0,1.0,1.0,3039.0,3041
1557,0,316.0,254.0,137510.0,138080
1558,0,9.0,4.0,1669.0,1682
1559,0,1384.0,1002.0,9138336.0,9140722
1560,1,64.0,14.0,257736.0,257814
1561,0,1250.0,917.0,185934.0,188101
1562,0,316.0,254.0,137510.0,138080
1563,0,541.0,180.0,18537.0,19258
1564,2,880.0,647.0,1882283.0,1883810
1565,0,1602.0,1348.0,672501.0,675451
1566,0,58.0,58.0,45.0,161
1567,1,,,,161
1568,0,4719.0,2440.0,881500.0,888659
1569,2,298.0,199.0,2449.0,2946
1570,0,1217.0,864.0,431660.0,433741
1571,0,78.0,53.0,65485.0,65616
1572,0,209.0,76.0,12505617.0,12505902
1573,0,99.0,35.0,13647382.0,13647516
1574,0,,,,13647516
1575,0,4.0,0.0,585.0,589
1576,0,15.0,10.0,1437043.0,1437068
1577,0,10.0,10.0,1437043.0,1437063
1578,0,4070.0,2949.0,1437043.0,1444062
1579,0,10212.0,7929.0,1437043.0,1455184
1580,0,4.0,5.0,15253.0,15262
1581,0,2.0,1.0,25823.0,25826
1582,2,298.0,199.0,2449.0,2946
1583,0,,,,2946
1584,1,21.0,34.0,1898.0,1953
1585,0,12.0,3.0,1669.0,1684
1586,0,99.0,35.0,13647382.0,13647516
1587,0,23.0,30.0,12495.0,12548
1588,1,4.0,9.0,12495.0,12508
1589,1,2.0,2.0,12495.0,12499
1590,0,4.0,6.0,12495.0,12505
1591,1,5156.0,1396.0,675717.0,682269
1592,0,47.0,40.0,12495.0,12582
1593,0,1392.0,783.0,307544.0,309719
1594,1,29.0,13.0,22457.0,22499
1595,0,5.0,0.0,12817.0,12822
1596,0,0.0,0.0,777.0,777
1597,0,29.0,37.0,44495.0,44561
1598,0,9.0,2.0,238.0,249
1599,0,487.0,413.0,38377.0,39277
1600,0,78.0,53.0,65485.0,65616
1601,0,78.0,53.0,65485.0,65616
1602,1,0.0,0.0,172.0,172
1603,0,,,,172
1604,1,10.0,6.0,10722.0,10738
1605,0,78.0,53.0,65485.0,65616
1606,0,3.0,3.0,3506.0,3512
1607,0,101.0,94.0,1437043.0,1437238
1608,0,4.0,21.0,1813938.0,1813963
1609,0,18.0,9.0,3506.0,3533
1610,0,1392.0,783.0,307544.0,309719
1611,0,3.0,3.0,3506.0,3512
1612,0,78.0,53.0,65485.0,65616
1613,1,23.0,14.0,4456.0,4493
1614,0,523.0,513.0,634072.0,635108
1615,0,84.0,19.0,115477.0,115580
1616,0,33.0,48.0,276911.0,276992
1617,0,23.0,30.0,12495.0,12548
1618,1,4.0,9.0,12495.0,12508
1619,1,2.0,2.0,12495.0,12499
1620,0,4.0,6.0,12495.0,12505
1621,1,5156.0,1396.0,675717.0,682269
1622,0,47.0,40.0,12495.0,12582
1623,0,523.0,513.0,634072.0,635108
1624,1,207.0,98.0,218251.0,218556
1625,2,1223.0,968.0,9138341.0,9140532
1626,0,1196.0,844.0,1882283.0,1884323
1627,0,,,,1884323
1628,0,21.0,8.0,1437043.0,1437072
1629,0,101.0,94.0,1437043.0,1437238
1630,0,385.0,450.0,1983457.0,1984292
1631,1,57.0,24.0,705522.0,705603
1632,0,,,,705603
1633,0,,,,705603
1634,0,,,,705603
1635,0,,,,705603
1636,0,23.0,30.0,12495.0,12548
1637,1,4.0,9.0,12495.0,12508
1638,1,2.0,2.0,12495.0,12499
1639,0,4.0,6.0,12495.0,12505
1640,1,5156.0,1396.0,675717.0,682269
1641,0,47.0,40.0,12495.0,12582
1642,2,1229.0,1241.0,6676370.0,6678840
1643,0,,,,6678840
1644,0,,,,6678840
1645,0,,,,6678840
1646,2,59.0,44.0,1882283.0,1882386
1647,0,,,,1882386
1648,2,281.0,349.0,816749.0,817379
1649,2,71.0,76.0,458383.0,458530
1650,0,,,,458530
1651,0,0.0,1.0,28042.0,28043
1652,0,2.0,3.0,28042.0,28047
1653,0,,,,28047
1654,0,,,,28047
1655,0,102.0,48.0,39223.0,39373
1656,0,,,,39373
1657,1,98323.0,20799.0,9566719.0,9685841
1658,0,667.0,628.0,9138340.0,9139635
1659,0,232.0,285.0,458387.0,458904
1660,0,,,,458904
1661,0,431.0,406.0,493106.0,493943
1662,0,1196.0,844.0,1882285.0,1884325
1663,0,27.0,9.0,3433719.0,3433755
1664,0,15.0,10.0,1437050.0,1437075
1665,0,10.0,10.0,1437050.0,1437070
1666,0,4070.0,2949.0,1437050.0,1444069
1667,0,10212.0,7929.0,1437050.0,1455191
1668,0,1031.0,540.0,123297.0,124868
1669,0,37.0,21.0,30167.0,30225
1670,0,,,,30225
1671,0,437.0,379.0,7106.0,7922
1672,1,,,,7922
1673,0,1252.0,2624.0,192282.0,196158
1674,0,64.0,210.0,495256.0,495530
1675,0,90.0,98.0,17229.0,17417
1676,0,5.0,4.0,12568.0,12577
1677,0,50.0,35.0,2255.0,2340
1678,0,27.0,9.0,3433719.0,3433755
1679,2,56265.0,5698.0,326306.0,388269
1680,1,1453.0,204.0,326306.0,327963
1681,2,,,,327963
1682,0,177896.0,12193.0,29418036.0,29608125
1683,2,623.0,183.0,398745.0,399551
1684,0,,,,399551
1685,2,21.0,2.0,115229.0,115252
1686,0,130.0,12.0,33142.0,33284
1687,1,41.0,23.0,66639.0,66703
1688,2,238.0,98.0,114316.0,114652
1689,2,209.0,106.0,155370.0,155685
1690,2,16.0,2.0,2316.0,2334
1691,0,11577.0,915.0,6996672.0,7009164
1692,0,14449.0,9899.0,202101.0,226449
1693,0,84.0,27.0,6888.0,6999
1694,0,1676.0,578.0,228247.0,230501
1695,0,14449.0,9899.0,202101.0,226449
1696,0,118.0,63.0,87796.0,87977
1697,1,161550.0,53708.0,29418038.0,29633296
1698,0,32.0,24.0,9138378.0,9138434
1699,0,47.0,2.0,26073.0,26122
1700,2,,,,26122
1701,0,1128.0,622.0,151914.0,153664
1702,1,,,,153664
1703,0,10780.0,2998.0,592629.0,606407
1704,2,12.0,6.0,1990.0,2008
1705,0,,,,2008
1706,0,6661.0,6545.0,7131264.0,7144470
1707,0,21.0,8.0,1437050.0,1437079
1708,0,101.0,94.0,1437050.0,1437245
1709,2,,,,1437245
1710,0,835.0,380.0,240605.0,241820
1711,0,16.0,7.0,66639.0,66662
1712,0,498.0,312.0,9138377.0,9139187
1713,0,344.0,106.0,1657.0,2107
1714,0,1190.0,810.0,5268154.0,5270154
1715,2,,,,5270154
1716,2,309.0,131.0,76754.0,77194
1717,1,6664.0,2527.0,100350.0,109541
1718,1,117.0,34.0,4872809.0,4872960
1719,1,117.0,34.0,4873005.0,4873156
1720,0,79.0,55.0,9443.0,9577
1721,0,5250.0,3907.0,9000.0,18157
1722,0,153056.0,10925.0,15494270.0,15658251
1723,0,835.0,360.0,46784.0,47979
1724,0,45.0,23.0,1893.0,1961
1725,1,87.0,26.0,395688.0,395801
1726,1,,,,395801
1727,0,3162.0,460.0,492110.0,495732
1728,0,195.0,128.0,1384.0,1707
1729,1,671.0,141.0,356589.0,357401
1730,2,,,,357401
1731,0,19.0,5.0,4035682.0,4035706
1732,0,216.0,66.0,1692690.0,1692972
1733,2,14.0,21.0,5968.0,6003
1734,0,231.0,194.0,391476.0,391901
1735,2,5.0,2.0,12032.0,12039
1736,2,292.0,220.0,9971604.0,9972116
1737,0,174.0,18.0,31026.0,31218
1738,2,,,,31218
1739,1,,,,31218
1740,0,506.0,664.0,93675.0,94845
1741,0,551.0,746.0,93675.0,94972
1742,1,1.0,0.0,8.0,9
1743,1,,,,9
1744,0,2022.0,766.0,230311.0,233099
1745,0,563.0,152.0,230311.0,231026
1746,0,7158.0,2488.0,44267.0,53913
1747,0,1388.0,796.0,2221.0,4405
1748,1,,,,4405
1749,0,2993.0,1473.0,30735.0,35201
1750,0,,,,35201
1751,2,3702.0,696.0,414890.0,419288
1752,0,438.0,89.0,5268154.0,5268681
1753,0,,,,5268681
1754,0,1177.0,525.0,8557.0,10259
1755,0,36.0,15.0,26368.0,26419
1756,0,696.0,154.0,5268154.0,5269004
1757,0,1177.0,525.0,8557.0,10259
1758,0,,,,10259
1759,0,,,,10259
1760,0,1177.0,525.0,8557.0,10259
1761,0,128.0,65.0,12728.0,12921
1762,0,136.0,92.0,1437052.0,1437280
1763,0,10212.0,7929.0,1437052.0,1455193
1764,0,,,,1455193
1765,0,6836.0,4647.0,1437052.0,1448535
1766,0,917.0,690.0,18473.0,20080
1767,2,576.0,154.0,109473.0,110203
1768,1,620.0,369.0,4724.0,5713
1769,0,1.0,0.0,204.0,205
1770,0,,,,205
1771,0,,,,205
1772,0,,,,205
1773,0,491.0,663.0,56011.0,57165
1774,1,57.0,43.0,1825262.0,1825362
1775,0,2209.0,595.0,1429988.0,1432792
1776,2,253.0,105.0,3288.0,3646
1777,2,145.0,44.0,85889.0,86078
1778,2,2768.0,1556.0,12287.0,16611
1779,1,,,,16611
1780,0,2.0,2.0,792.0,796
1781,0,1505.0,637.0,68184.0,70326
1782,0,211.0,96.0,16880.0,17187
1783,0,724.0,1138.0,74451.0,76313
1784,2,39.0,36.0,142903.0,142978
1785,0,50.0,26.0,57872.0,57948
1786,0,56.0,102.0,13065.0,13223
1787,0,59.0,19.0,42886.0,42964
1788,0,1177.0,525.0,8557.0,10259
1789,0,,,,10259
1790,0,3815.0,1054.0,5268157.0,5273026
1791,0,,,,5273026
1792,0,66.0,27.0,114825.0,114918
1793,0,1062.0,318.0,272590.0,273970
1794,0,,,,273970
1795,0,,,,273970
1796,1,22897.0,18143.0,1882285.0,1923325
1797,1,9.0,11.0,71422.0,71442
1798,0,,,,71442
1799,0,,,,71442
1800,0,1780.0,719.0,96403.0,98902
1801,0,,,,98902
1802,0,25399.0,9301.0,6786267.0,6820967
1803,0,905.0,659.0,9138377.0,9139941
1804,0,234.0,158.0,9138377.0,9138769
1805,1,,,,9138769
1806,0,201.0,116.0,4601414.0,4601731
1807,0,14327.0,6964.0,881530.0,902821
1808,0,186.0,136.0,63.0,385
1809,0,23732.0,9847.0,785.0,34364
1810,0,22.0,22.0,3055.0,3099
1811,0,6.0,3.0,5455.0,5464
1812,0,15527.0,2565.0,2704566.0,2722658
1813,1,6664.0,2527.0,100350.0,109541
1814,1,6414.0,862.0,8372749.0,8380025
1815,0,46.0,4.0,1101.0,1151
1816,1,17.0,3.0,4323.0,4343
1817,0,,,,4343
1818,0,885.0,504.0,75378.0,76767
1819,0,6161.0,3297.0,112766.0,122224
1820,0,107.0,35.0,25914.0,26056
1821,0,11.0,6.0,8537.0,8554
1822,0,809.0,447.0,9138378.0,9139634
1823,0,162.0,33.0,9206.0,9401
1824,0,2245.0,1622.0,56801.0,60668
1825,0,82.0,39.0,6997114.0,6997235
1826,0,49.0,4.0,1211.0,1264
1827,0,82.0,39.0,6997114.0,6997235
1828,0,,,,6997235
1829,0,2414.0,561.0,4536.0,7511
1830,0,4.0,101.0,2988.0,3093
1831,1,11.0,34.0,219801.0,219846
1832,0,482.0,341.0,154504.0,155327
1833,0,811.0,534.0,468637.0,469982
1834,0,112.0,100.0,4998.0,5210
1835,0,2799.0,1410.0,659232.0,663441
1836,0,2520.0,1256.0,395.0,4171
1837,0,44.0,40.0,1437052.0,1437136
1838,0,,,,1437136
1839,0,538.0,77.0,914620.0,915235
1840,0,78.0,53.0,65485.0,65616
1841,0,,,,65616
1842,0,0.0,0.0,241.0,241
1843,0,33.0,18.0,4890.0,4941
1844,0,780.0,484.0,8085.0,9349
1845,0,1.0,0.0,101.0,102
1846,1,16.0,1.0,2520.0,2537
1847,0,18.0,9.0,3506.0,3533
1848,0,78.0,53.0,65485.0,65616
1849,0,523.0,513.0,634070.0,635106
1850,0,3461.0,770.0,1394553.0,1398784
1851,0,,,,1398784
1852,0,,,,1398784
1853,1,117.0,58.0,9974.0,10149
1854,0,0.0,0.0,67.0,67
1855,0,8.0,4.0,9390.0,9402
1856,0,4569.0,3125.0,213183.0,220877
1857,1,44.0,40.0,1105.0,1189
1858,0,,,,1189
1859,0,2820.0,373.0,134039.0,137232
1860,0,2598.0,393.0,134039.0,137030
1861,2,1182.0,699.0,40108.0,41989
1862,0,92.0,32.0,6750.0,6874
1863,1,91.0,57.0,75244.0,75392
1864,0,2820.0,373.0,134039.0,137232
1865,0,2598.0,393.0,134039.0,137030
1866,0,,,,137030
1867,0,4602.0,2543.0,183980.0,191125
1868,0,,,,191125
1869,0,613.0,497.0,921979.0,923089
1870,1,2614.0,1720.0,105152.0,109486
1871,2,,,,109486
1872,1,5.0,0.0,364183.0,364188
1873,2,,,,364188
1874,0,1223.0,195.0,241142.0,242560
1875,1,65.0,8.0,7514.0,7587
1876,0,10.0,2.0,186.0,198
1877,0,4037.0,1626.0,553315.0,558978
1878,0,13151.0,3184.0,29418088.0,29434423
1879,0,103284.0,18448.0,29418088.0,29539820
1880,0,36525.0,11881.0,2137.0,50543
1881,0,6.0,4.0,12.0,22
1882,0,646.0,313.0,309296.0,310255
1883,0,,,,310255
1884,2,872.0,272.0,30493.0,31637
1885,0,7.0,4.0,335.0,346
1886,0,1344.0,461.0,407375.0,409180
1887,2,1454.0,385.0,2046.0,3885
1888,0,,,,3885
1889,0,,,,3885
1890,0,39.0,39.0,2609444.0,2609522
1891,0,30.0,9.0,6915.0,6954
1892,1,,,,6954
1893,0,151.0,90.0,38223.0,38464
1894,1,671.0,141.0,356590.0,357402
1895,2,,,,357402
1896,0,285.0,53.0,1582.0,1920
1897,2,2494.0,195.0,2045.0,4734
1898,0,4949.0,1990.0,42772.0,49711
1899,0,29967.0,10834.0,69998.0,110799
1900,1,1215.0,57.0,129606.0,130878
1901,0,43.0,51.0,9640.0,9734
1902,0,30.0,11.0,9153.0,9194
1903,2,458.0,298.0,75214.0,75970
1904,0,876.0,217.0,70558.0,71651
1905,0,3298.0,1045.0,7731646.0,7735989
1906,0,1798.0,1341.0,5600.0,8739
1907,0,76.0,13.0,10437.0,10526
1908,2,18.0,13.0,19480.0,19511
1909,1,160.0,66.0,27873.0,28099
1910,0,197.0,66.0,163012.0,163275
1911,0,500.0,181.0,124361.0,125042
1912,1,1432.0,867.0,1498789.0,1501088
1913,1,83.0,55.0,27048.0,27186
1914,1,33.0,7.0,164943.0,164983
1915,1,33.0,7.0,164958.0,164998
1916,0,4130.0,1261.0,7120693.0,7126084
1917,0,308.0,395.0,231383.0,232086
1918,0,1250.0,917.0,185884.0,188051
1919,0,316.0,254.0,137469.0,138039
1920,0,1.0,0.0,33.0,34
1921,0,0.0,0.0,1204.0,1204
1922,0,0.0,0.0,1001.0,1001
1923,0,2.0,0.0,1868.0,1870
1924,0,1.0,0.0,33.0,34
