,topic,likes,retweets,followers,interaction_sum,polarity,subjectivity
333,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
334,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
335,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
336,0,8.0,5.0,12495.0,12508,0.0,0.0
337,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
338,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
339,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
340,0,8.0,5.0,12495.0,12508,0.0,0.0
341,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
342,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
343,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
344,0,8.0,5.0,12495.0,12508,0.0,0.0
345,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
346,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
347,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
348,0,8.0,5.0,12495.0,12508,0.0,0.0
349,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
350,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
351,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
352,0,8.0,5.0,12495.0,12508,0.0,0.0
353,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
354,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
355,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
356,0,8.0,5.0,12495.0,12508,0.0,0.0
357,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
358,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
359,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
360,0,547.0,294.0,825156.0,825997,-0.18333333333333338,0.3333333333333333
361,0,8.0,5.0,12495.0,12508,0.0,0.0
362,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
363,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
364,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
365,3,,,,12500,0.1,0.0
366,3,,,,12500,0.1,0.0
367,3,6817.0,3218.0,881496.0,891531,0.0,0.1
368,3,14327.0,6964.0,881496.0,902787,0.5,0.5
369,3,400.0,237.0,505929.0,506566,0.25,0.25
370,3,82.0,119.0,136193.0,136394,0.125,0.125
371,3,44.0,49.0,136193.0,136286,-0.2,0.48333333333333334
372,3,,,,136286,0.1,0.0
373,3,,,,136286,0.1,0.0
374,0,62.0,53.0,66574.0,66689,-0.20000000000000004,0.55
375,0,62.0,53.0,66574.0,66689,-0.20000000000000004,0.55
376,0,62.0,53.0,66574.0,66689,-0.20000000000000004,0.55
377,3,1182.0,205.0,5860226.0,5861613,0.0,0.06666666666666667
378,3,76.0,82.0,1983450.0,1983608,0.25,0.25
379,3,,,,1983608,0.3,0.425
380,1,39.0,19.0,7317090.0,7317148,0.0,0.0
381,3,76.0,82.0,1983450.0,1983608,0.25,0.25
382,1,48.0,32.0,4072.0,4152,0.0,0.0
383,0,8.0,5.0,12495.0,12508,0.0,0.0
384,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
385,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
386,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
387,3,2532.0,412.0,793877.0,796821,1.0,0.3
388,3,14327.0,6964.0,881496.0,902787,0.5,0.5
389,1,,,,902787,0.0,0.0
390,3,14327.0,6964.0,881496.0,902787,0.5,0.5
391,0,,,,902787,-0.4000000000000001,0.6
392,0,8.0,5.0,12495.0,12508,0.0,0.0
393,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
394,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
395,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
396,0,8.0,5.0,12495.0,12508,0.0,0.0
397,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
398,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
399,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
400,3,,,,12500,0.0,0.0
401,3,,,,12500,0.0,0.0
402,3,2449.0,2505.0,3638548.0,3643502,0.0,0.0
403,0,116.0,90.0,15676.0,15882,-0.3,0.55
404,0,501.0,261.0,10310.0,11072,-0.5,1.0
405,0,8.0,5.0,12495.0,12508,0.0,0.0
406,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
407,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
408,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
409,0,548.0,329.0,105598.0,106475,-0.5,1.0
410,3,,,,106475,0.0,0.0
411,3,,,,106475,0.3,0.425
412,0,547.0,294.0,825157.0,825998,-0.18333333333333338,0.3333333333333333
413,0,87.0,57.0,891953.0,892097,-0.4000000000000001,0.6
414,3,,,,892097,0.0,0.0
415,3,562.0,103.0,46913.0,47578,0.25833333333333336,0.43333333333333335
416,0,8.0,5.0,12495.0,12508,0.0,0.0
417,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
418,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
419,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
420,3,8210.0,2193.0,1330223.0,1340626,0.0,0.0
421,3,413.0,277.0,9138292.0,9138982,0.0,0.0
422,0,8.0,5.0,12495.0,12508,0.0,0.0
423,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
424,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
425,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
426,0,548.0,329.0,105598.0,106475,-0.5,1.0
427,0,8.0,5.0,12495.0,12508,0.0,0.0
428,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
429,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
430,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
431,0,8.0,5.0,12495.0,12508,0.0,0.0
432,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
433,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
434,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
435,0,31226.0,4527.0,692210.0,727963,0.0,1.0
436,3,14327.0,6964.0,881497.0,902788,0.5,0.5
437,3,3980.0,2183.0,389221.0,395384,0.0,0.0
438,0,410.0,270.0,6730.0,7410,-0.4000000000000001,0.6
439,0,410.0,270.0,6730.0,7410,-0.4000000000000001,0.6
440,3,,,,7410,0.0,0.0
441,3,,,,7410,0.0,0.0
442,0,295.0,463.0,1437036.0,1437794,-0.4000000000000001,0.6
443,0,,,,1437794,-0.5,1.0
444,0,542.0,329.0,105590.0,106461,-0.5,1.0
445,3,12963.0,3391.0,2153546.0,2169900,0.0,0.0
446,3,,,,2169900,0.0,0.0
447,0,8.0,5.0,12495.0,12508,0.0,0.0
448,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
449,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
450,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
451,3,50087.0,10190.0,581930.0,642207,0.25,0.45
452,0,8.0,5.0,12495.0,12508,0.0,0.0
453,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
454,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
455,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
456,3,4142.0,1129.0,33181.0,38452,0.0,0.5
457,0,8.0,5.0,12495.0,12508,0.0,0.0
458,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
459,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
460,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
461,0,8.0,5.0,12495.0,12508,0.0,0.0
462,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
463,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
464,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
465,3,,,,12500,0.0,0.0
466,0,90.0,101.0,76081.0,76272,0.0,1.0
467,0,8.0,5.0,12495.0,12508,0.0,0.0
468,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
469,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
470,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
471,0,8.0,5.0,12495.0,12508,0.0,0.0
472,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
473,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
474,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
475,3,,,,12500,0.0,0.0
476,3,,,,12500,0.0,0.0
477,0,686.0,158.0,1721469.0,1722313,-0.09999999999999999,0.6
478,0,2.0,0.0,764.0,766,-0.4000000000000001,0.6
479,0,867.0,93.0,10359573.0,10360533,-0.5,1.0
480,3,,,,10360533,0.0,0.0
481,0,8.0,5.0,12495.0,12508,0.0,0.0
482,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
483,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
484,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
485,3,99.0,35.0,13647382.0,13647516,-0.7142857142857143,0.8571428571428571
486,0,139.0,82.0,41252.0,41473,-0.5,1.0
487,0,139.0,82.0,41252.0,41473,-0.5,1.0
488,3,11.0,4.0,11782.0,11797,0.375,0.725
489,0,8.0,5.0,12495.0,12508,0.0,0.0
490,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
491,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
492,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
493,0,8.0,5.0,12495.0,12508,0.0,0.0
494,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
495,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
496,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
497,0,8.0,5.0,12495.0,12508,0.0,0.0
498,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
499,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
500,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
501,0,37.0,42.0,66720.0,66799,-0.5,1.0
502,3,68.0,49.0,22940.0,23057,0.31666666666666665,0.48333333333333334
503,3,2128.0,1991.0,600591.0,604710,0.0,1.0
504,0,20.0,5.0,642.0,667,-0.4000000000000001,0.6
505,0,8.0,5.0,12495.0,12508,0.0,0.0
506,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
507,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
508,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
509,0,8.0,5.0,12495.0,12508,0.0,0.0
510,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
511,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
512,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
513,0,1059.0,963.0,672501.0,674523,0.0,0.0
514,3,,,,674523,0.05555555555555557,0.5222222222222223
515,3,,,,674523,0.03333333333333333,0.4666666666666666
516,0,8.0,5.0,12495.0,12508,0.0,0.0
517,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
518,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
519,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
520,0,8.0,5.0,12495.0,12508,0.0,0.0
521,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
522,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
523,0,1.0,4.0,12491.0,12496,-2.7755575615628914e-17,0.8
524,0,8.0,5.0,12495.0,12508,0.0,0.0
525,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
526,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
527,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
528,0,8.0,5.0,12495.0,12508,0.0,0.0
529,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
530,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
531,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
532,0,,,,12500,-0.30000000000000004,0.5
533,1,1364.0,926.0,27401.0,29691,0.0,0.0
534,0,17.0,27.0,130466.0,130510,-0.4000000000000001,0.6
535,0,,,,130510,0.0,0.0
536,3,,,,130510,0.0,0.0
537,3,461.0,218.0,51369.0,52048,0.16666666666666666,0.7333333333333334
538,3,1.0,1.0,3039.0,3041,0.0,0.0
539,3,209.0,76.0,12505617.0,12505902,0.0,0.0
540,3,99.0,35.0,13647382.0,13647516,-0.7142857142857143,0.8571428571428571
541,0,378.0,78.0,222680.0,223136,-0.4000000000000001,0.6
542,3,,,,223136,0.0,0.0
543,3,99.0,35.0,13647382.0,13647516,-0.7142857142857143,0.8571428571428571
544,0,8.0,5.0,12495.0,12508,0.0,0.0
545,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
546,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
547,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
548,0,1392.0,783.0,307544.0,309719,-0.3,0.7
549,0,29.0,13.0,22457.0,22499,-0.4000000000000001,0.6
550,3,29.0,37.0,44495.0,44561,0.0,0.0
551,3,9.0,2.0,238.0,249,0.5,0.5
552,0,10.0,6.0,10722.0,10738,-0.4000000000000001,0.6
553,0,1392.0,783.0,307544.0,309719,-0.3,0.7
554,0,8.0,5.0,12495.0,12508,0.0,0.0
555,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
556,3,2.0,1.0,12495.0,12498,0.11363636363636363,0.30606060606060603
557,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
558,3,207.0,98.0,218251.0,218556,0.0,0.75
559,3,,,,218556,0.1,0.35
560,0,8.0,5.0,12495.0,12508,0.0,0.0
561,0,2.0,2.0,12495.0,12499,0.3444444444444445,0.5222222222222223
562,3,2.0,1.0,12491.0,12494,0.11363636363636363,0.30606060606060603
563,0,1.0,4.0,12495.0,12500,-2.7755575615628914e-17,0.8
564,3,1229.0,1241.0,6676370.0,6678840,-0.15000000000000002,0.25
565,0,,,,6678840,0.0,0.0
566,3,59.0,44.0,1882283.0,1882386,0.4,1.0
567,1,281.0,349.0,816749.0,817379,0.0,0.0
568,0,,,,817379,0.0,0.0
569,0,,,,817379,0.0,0.0
570,0,232.0,285.0,458387.0,458904,-0.17500000000000004,0.6583333333333333
571,3,,,,458904,0.6,0.55
572,3,431.0,406.0,493106.0,493943,0.0,0.0
573,3,1031.0,540.0,123297.0,124868,-0.018518518518518535,0.562962962962963
574,0,,,,124868,-0.5,1.0
575,3,90.0,98.0,17229.0,17417,0.0,0.0
576,3,,,,17417,-0.07500000000000001,0.8
577,1,84.0,27.0,6888.0,6999,0.0,0.0
578,3,1676.0,578.0,228247.0,230501,-0.1,0.30000000000000004
579,1,47.0,2.0,26073.0,26122,0.016666666666666684,0.49166666666666664
580,3,1128.0,622.0,151914.0,153664,-0.1,0.05
581,3,6661.0,6545.0,7131264.0,7144470,0.3181818181818182,0.4772727272727273
582,1,835.0,380.0,240605.0,241820,0.125,0.16666666666666666
583,1,498.0,312.0,9138377.0,9139187,0.6,0.8
584,3,1190.0,810.0,5268154.0,5270154,0.0,0.0
585,0,79.0,55.0,9443.0,9577,-0.10000000000000003,0.4
586,3,835.0,360.0,46784.0,47979,-0.26666666666666666,0.39999999999999997
587,3,32119.0,6490.0,2031620.0,2070229,0.0,0.06666666666666667
588,0,195.0,128.0,1384.0,1707,-0.5,1.0
589,1,19.0,5.0,4035682.0,4035706,0.0,0.5
590,1,216.0,66.0,1692690.0,1692972,0.0,0.0
591,3,292.0,220.0,9971604.0,9972116,-0.2,0.4
592,3,,,,9972116,0.44285714285714284,0.7678571428571428
593,0,1.0,0.0,8.0,9,-0.75,1.0
594,3,1388.0,796.0,2221.0,4405,-0.016666666666666666,0.05000000000000001
595,3,438.0,89.0,5268154.0,5268681,0.0,0.0
596,3,,,,5268681,0.0,0.0
597,1,1177.0,525.0,8557.0,10259,0.22857142857142856,0.8119047619047618
598,1,1177.0,525.0,8557.0,10259,0.22857142857142856,0.8119047619047618
599,3,,,,10259,-0.05,0.4
600,1,1177.0,525.0,8557.0,10259,0.22857142857142856,0.8119047619047618
601,1,,,,10259,0.04999999999999999,0.7694444444444444
602,3,,,,10259,0.13636363636363635,0.45454545454545453
603,3,6836.0,4647.0,1437052.0,1448535,0.13636363636363635,0.45454545454545453
604,1,917.0,690.0,18473.0,20080,0.0,0.0
605,3,1.0,0.0,204.0,205,0.0,1.0
606,3,2209.0,595.0,1429988.0,1432792,0.44999999999999996,0.4
607,1,976.0,322.0,184505.0,185803,0.0,0.0
608,3,724.0,1138.0,74451.0,76313,-0.13333333333333333,0.2333333333333333
609,1,56.0,102.0,13065.0,13223,-0.25,0.1
610,1,1177.0,525.0,8557.0,10259,0.22857142857142856,0.8119047619047618
611,3,,,,10259,-0.2,0.4
612,3,1062.0,318.0,272590.0,273970,0.5,0.5
613,3,,,,273970,0.0,0.0
614,3,752.0,537.0,9138377.0,9139666,-0.041666666666666664,0.4583333333333333
615,3,1283.0,146.0,159524.0,160953,0.0,0.0
616,1,1780.0,719.0,96403.0,98902,0.0,0.0
617,3,905.0,659.0,9138377.0,9139941,0.0,0.0
618,3,234.0,158.0,9138377.0,9138769,-0.7142857142857143,0.8571428571428571
619,3,14327.0,6964.0,881530.0,902821,0.5,0.5
620,0,885.0,504.0,75378.0,76767,-0.16875000000000004,0.55
621,3,809.0,447.0,9138378.0,9139634,-0.06388888888888891,0.27222222222222225
622,3,162.0,33.0,9206.0,9401,0.0,0.0
623,1,82.0,39.0,6997114.0,6997235,0.0,0.0
624,1,82.0,39.0,6997114.0,6997235,0.0,0.0
625,0,,,,6997235,-0.5,1.0
626,3,2799.0,1410.0,659232.0,663441,0.0,0.0
627,3,1.0,0.0,101.0,102,-0.09351851851851851,0.22129629629629632
628,0,16.0,1.0,2520.0,2537,-0.5,1.0
629,3,,,,2537,0.0,1.0
630,3,8.0,4.0,9390.0,9402,-0.1,0.4
631,0,44.0,40.0,1105.0,1189,-0.15555555555555556,0.3888888888888889
632,3,2820.0,373.0,134039.0,137232,0.0,0.0
633,3,2598.0,393.0,134039.0,137030,-0.15,0.39999999999999997
634,3,92.0,32.0,6750.0,6874,0.25,0.3333333333333333
635,3,2820.0,373.0,134039.0,137232,0.0,0.0
636,3,2598.0,393.0,134039.0,137030,-0.15,0.39999999999999997
637,3,613.0,497.0,921979.0,923089,0.0,0.0
638,3,4037.0,1626.0,553315.0,558978,0.0,0.0
639,3,13151.0,3184.0,29418088.0,29434423,0.0,0.0
640,3,,,,29434423,0.0,0.0
641,3,36525.0,11881.0,2137.0,50543,0.01750000000000001,0.45166666666666666
642,3,,,,50543,0.0,0.0
643,3,1344.0,461.0,407375.0,409180,0.0,0.0
644,3,,,,409180,0.3,0.425
645,3,,,,409180,0.1,0.0
646,3,30.0,9.0,6915.0,6954,0.0,0.0
647,3,785.0,499.0,11055.0,12339,-0.125,0.375
648,1,285.0,53.0,1582.0,1920,0.0,0.0
649,3,34584.0,9385.0,33559.0,77528,0.06818181818181818,0.22727272727272727
650,3,2494.0,195.0,2045.0,4734,0.05,0.1
651,2,3.0,3.0,1717.0,1723,0.0,0.0
652,0,4949.0,1990.0,42772.0,49711,0.0,0.0
653,1,29967.0,10834.0,69998.0,110799,0.0,0.0
654,3,43.0,51.0,9640.0,9734,0.2,0.2
655,3,30.0,11.0,9153.0,9194,0.5,0.5
656,0,876.0,217.0,70558.0,71651,0.04999999999999996,0.8
657,3,3298.0,1045.0,7731646.0,7735989,-0.4,0.6
658,3,76.0,13.0,10437.0,10526,0.0,0.0
659,3,5.0,5.0,20217.0,20227,0.0,0.0
660,0,308.0,395.0,231383.0,232086,0.0,0.0
661,1,1.0,0.0,33.0,34,0.125,0.16666666666666666
662,1,1.0,0.0,33.0,34,0.125,0.16666666666666666